,start_tracking_at_element,q0,mass0,p0c,gamma0,beta0,s,x,y,px,py,zeta,chi,charge_ratio,weight,particle_id,at_element,at_turn,state,parent_particle_id,_rng_s1,_rng_s2,_rng_s3,_rng_s4,delta,ptau,rvv,rpp
222,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.00037394184090409823,0.0006768179862372099,-1.1414344799194673e-05,8.128003624601993e-06,8.190684707701291e-06,1.0,1.0,0.0,222,0,0,1,222,0,0,0,0,0.0002700006949627465,0.0002700006925379308,1.000000000004849,0.9997300721857347
223,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0002387978367335997,0.0008316103263674763,-8.872980635163156e-06,9.989210352573629e-06,6.003574998161082e-06,1.0,1.0,0.0,223,0,0,1,223,0,0,0,0,0.00027000064244742106,0.0002700006400225237,1.000000000004849,0.9997300722382216
224,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,7.855386104772016e-05,0.0009339501552404726,-5.859901148198619e-06,1.1219481162674068e-05,3.407964174864364e-06,1.0,1.0,0.0,224,0,0,1,224,0,0,0,0,0.00027000055586356986,0.00027000055343883,1.000000000004849,0.9997300723247587
225,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.00054057636482441,0.00025671382353822264,-1.4548691618088038e-05,3.076002845484654e-06,1.0880945203832083e-05,1.0,1.0,0.0,225,0,0,1,225,0,0,0,0,0.0002700006910714148,0.00027000068864657743,1.000000000004849,0.999730072189624
226,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0004803713285544719,0.0004839941343297091,-1.3415986396638377e-05,5.809289516586537e-06,9.911087638245403e-06,1.0,1.0,0.0,226,0,0,1,226,0,0,0,0,0.00027000071508376244,0.0002700007126589659,1.000000000004849,0.9997300721656246
227,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0003786034865206311,0.0006825114028883803,-1.1501967517283154e-05,8.196494967143956e-06,8.266438429950424e-06,1.0,1.0,0.0,227,0,0,1,227,0,0,0,0,0.000270000700077766,0.00027000069765301436,1.000000000004849,0.9997300721806225
228,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.00024220814897818355,0.0008387370054272604,-8.937072203584678e-06,1.007493509074496e-05,6.059077704581136e-06,1.0,1.0,0.0,228,0,0,1,228,0,0,0,0,0.0002700006470761629,0.00027000064465135346,1.000000000004849,0.9997300722335954
229,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,8.048043277669397e-05,0.0009420244253083398,-5.8960938324815796e-06,1.1316597297235216e-05,3.439433447735375e-06,1.0,1.0,0.0,229,0,0,1,229,0,0,0,0,0.00027000055969073067,0.0002700005572659588,1.000000000004849,0.9997300723209337
230,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.000546724000150152,0.0002585008403788412,-1.466426593343161e-05,3.09751719608479e-06,1.098068522675903e-05,1.0,1.0,0.0,230,0,0,1,230,0,0,0,0,0.0002700006961038337,0.00027000069367903305,1.000000000004849,0.9997300721845942
231,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0004859666240979206,0.0004878662916363046,-1.3521168920959473e-05,5.855879891692195e-06,1.0001929885341275e-05,1.0,1.0,0.0,231,0,0,1,231,0,0,0,0,0.0002700007203364496,0.00027000071791171874,1.000000000004849,0.9997300721603747
232,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.000383265132137164,0.0006882048195395508,-1.1589590235371634e-05,8.26498630968592e-06,8.342192152199557e-06,1.0,1.0,0.0,232,0,0,1,232,0,0,0,0,0.00027000070519300756,0.00027000070276809784,1.000000000004849,0.9997300721755099
233,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0002456184612227674,0.0008458636844870444,-9.001163772006201e-06,1.016065982891629e-05,6.114580411001192e-06,1.0,1.0,0.0,233,0,0,1,233,0,0,0,0,0.00027000065170512677,0.00027000064928018317,1.000000000004849,0.9997300722289689
234,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,8.240700450566786e-05,0.0009500986953762073,-5.932286516764542e-06,1.1413713431796367e-05,3.4709027206063873e-06,1.0,1.0,0.0,234,0,0,1,234,0,0,0,0,0.0002700005635178915,0.00027000056109308774,1.000000000004849,0.9997300723171086
235,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0005528716354758937,0.00026028785721945975,-1.477984024877518e-05,3.1190315466849252e-06,1.1080425249685973e-05,1.0,1.0,0.0,235,0,0,1,235,0,0,0,0,0.00027000070113625263,0.00027000069871148874,1.000000000004849,0.9997300721795646
236,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0004915619196413695,0.0004917384489429,-1.362635144528057e-05,5.902470266797852e-06,1.0092772132437148e-05,1.0,1.0,0.0,236,0,0,1,236,0,0,0,0,0.00027000072558935884,0.00027000072316447156,1.000000000004849,0.9997300721551247
237,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.00038792677775369687,0.0006938982361907211,-1.1677212953460115e-05,8.333477652227885e-06,8.417945874448689e-06,1.0,1.0,0.0,237,0,0,1,237,0,0,0,0,0.0002700007103080271,0.0002700007078831814,1.000000000004849,0.9997300721703977
238,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.00024902877346735124,0.0008529903635468284,-9.065255340427722e-06,1.024638456708762e-05,6.1700831174212465e-06,1.0,1.0,0.0,238,0,0,1,238,0,0,0,0,0.0002700006563338686,0.00027000065390901293,1.000000000004849,0.9997300722243427
239,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,8.43335762346417e-05,0.0009581729654440745,-5.968479201047503e-06,1.1510829566357516e-05,3.502371993477399e-06,1.0,1.0,0.0,239,0,0,1,239,0,0,0,0,0.0002700005673450523,0.0002700005649202166,1.000000000004849,0.9997300723132835
240,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0005590192708016357,0.0002620748740600783,-1.4895414564118752e-05,3.1405458972850607e-06,1.118016527261292e-05,1.0,1.0,0.0,240,0,0,1,240,0,0,0,0,0.00027000070616867156,0.00027000070374394436,1.000000000004849,0.9997300721745348
241,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0004971572151848183,0.0004956106062494955,-1.3731533969601668e-05,5.94906064190351e-06,1.0183614379533024e-05,1.0,1.0,0.0,241,0,0,1,241,0,0,0,0,0.000270000730842046,0.00027000072841722433,1.000000000004849,0.9997300721498747
242,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.00039258842337022975,0.0006995916528418916,-1.1764835671548595e-05,8.401968994769848e-06,8.493699596697818e-06,1.0,1.0,0.0,242,0,0,1,242,0,0,0,0,0.0002700007154230466,0.0002700007129982649,1.000000000004849,0.9997300721652854
243,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.00025243908571193514,0.0008601170426066124,-9.129346908849244e-06,1.0332109305258953e-05,6.225585823841302e-06,1.0,1.0,0.0,243,0,0,1,243,0,0,0,0,0.00027000066096261044,0.00027000065853784275,1.000000000004849,0.9997300722197164
244,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,8.626014796361557e-05,0.0009662472355119418,-6.0046718853304655e-06,1.1607945700918665e-05,3.5338412663484104e-06,1.0,1.0,0.0,244,0,0,1,244,0,0,0,0,0.0002700005711722131,0.0002700005687473455,1.000000000004849,0.9997300723094584
245,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0005651669061273775,0.00026386189090069686,-1.5010988879462325e-05,3.162060247885196e-06,1.1279905295539864e-05,1.0,1.0,0.0,245,0,0,1,245,0,0,0,0,0.0002700007112013125,0.00027000070877640004,1.000000000004849,0.9997300721695049
246,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0005027525107282673,0.0004994827635560911,-1.3836716493922765e-05,5.995651017009167e-06,1.0274456626628897e-05,1.0,1.0,0.0,246,0,0,1,246,0,0,0,0,0.00027000073609495523,0.00027000073366997715,1.000000000004849,0.9997300721446247
247,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0003972500689867626,0.0007052850694930621,-1.1852458389637076e-05,8.470460337311812e-06,8.569453318946947e-06,1.0,1.0,0.0,247,0,0,1,247,0,0,0,0,0.0002700007205380661,0.00027000071811334847,1.000000000004849,0.9997300721601732
248,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0002558493979565189,0.0008672437216663965,-9.193438477270766e-06,1.0417834043430283e-05,6.2810885302613575e-06,1.0,1.0,0.0,248,0,0,1,248,0,0,0,0,0.0002700006655915743,0.00027000066316667246,1.000000000004849,0.99973007221509
249,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,8.81867196925894e-05,0.0009743215055798092,-6.040864569613427e-06,1.1705061835479817e-05,3.565310539219422e-06,1.0,1.0,0.0,249,0,0,1,249,0,0,0,0,0.00027000057499915187,0.0002700005725744744,1.000000000004849,0.9997300723056335
250,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0005713145414531195,0.0002656489077413154,-1.5126563194805896e-05,3.183574598485331e-06,1.137964531846681e-05,1.0,1.0,0.0,250,0,0,1,250,0,0,0,0,0.00027000071623373145,0.00027000071380885567,1.000000000004849,0.9997300721644752
251,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0005083478062717161,0.0005033549208626865,-1.3941899018243863e-05,6.042241392114824e-06,1.036529887372477e-05,1.0,1.0,0.0,251,0,0,1,251,0,0,0,0,0.0002700007413476424,0.0002700007389227299,1.000000000004849,0.9997300721393748
252,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0004019117146032956,0.0007109784861442326,-1.1940081107725558e-05,8.538951679853777e-06,8.645207041196083e-06,1.0,1.0,0.0,252,0,0,1,252,0,0,0,0,0.0002700007256533077,0.00027000072322843195,1.000000000004849,0.9997300721550607
253,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0002592597102011028,0.0008743704007261804,-9.257530045692289e-06,1.0503558781601613e-05,6.336591236681413e-06,1.0,1.0,0.0,253,0,0,1,253,0,0,0,0,0.00027000067022031615,0.0002700006677955022,1.000000000004849,0.9997300722104637
254,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,9.011329142156327e-05,0.0009823957756476766,-6.077057253896388e-06,1.1802177970040967e-05,3.596779812090434e-06,1.0,1.0,0.0,254,0,0,1,254,0,0,0,0,0.0002700005788263127,0.00027000057640160326,1.000000000004849,0.9997300723018084
255,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0005774621767788615,0.0002674359245819339,-1.5242137510149467e-05,3.2050889490854665e-06,1.1479385341393754e-05,1.0,1.0,0.0,255,0,0,1,255,0,0,0,0,0.0002700007212661504,0.0002700007188413114,1.000000000004849,0.9997300721594455
256,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.000513943101815165,0.000507227078169282,-1.404708154256496e-05,6.088831767220482e-06,1.0456141120820646e-05,1.0,1.0,0.0,256,0,0,1,256,0,0,0,0,0.0002700007466003296,0.00027000074417548274,1.000000000004849,0.999730072134125
257,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0004065733602198284,0.000716671902795403,-1.2027703825814037e-05,8.607443022395738e-06,8.720960763445212e-06,1.0,1.0,0.0,257,0,0,1,257,0,0,0,0,0.0002700007307683272,0.0002700007283435155,1.000000000004849,0.9997300721499485
258,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.00026267002244568664,0.0008814970797859646,-9.321621614113811e-06,1.0589283519772944e-05,6.3920939431014685e-06,1.0,1.0,0.0,258,0,0,1,258,0,0,0,0,0.000270000674849058,0.000270000672424332,1.000000000004849,0.9997300722058375
259,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,9.203986315053708e-05,0.000990470045715544,-6.113249938179351e-06,1.1899294104602116e-05,3.6282490849614455e-06,1.0,1.0,0.0,259,0,0,1,259,0,0,0,0,0.0002700005826534735,0.0002700005802287322,1.000000000004849,0.9997300722979834
260,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0005836098121046031,0.00026922294142255244,-1.5357711825493035e-05,3.226603299685602e-06,1.1579125364320698e-05,1.0,1.0,0.0,260,0,0,1,260,0,0,0,0,0.0002700007262985693,0.00027000072387376703,1.000000000004849,0.9997300721544158
261,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.000519538397358614,0.0005110992354758775,-1.4152264066886058e-05,6.135422142326139e-06,1.054698336791652e-05,1.0,1.0,0.0,261,0,0,1,261,0,0,0,0,0.00027000075185301675,0.0002700007494282355,1.000000000004849,0.9997300721288751
262,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0004112350058363615,0.0007223653194465735,-1.2115326543902519e-05,8.675934364937704e-06,8.796714485694345e-06,1.0,1.0,0.0,262,0,0,1,262,0,0,0,0,0.0002700007358833467,0.000270000733458599,1.000000000004849,0.9997300721448362
263,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0002660803346902705,0.0008886237588457486,-9.385713182535334e-06,1.0675008257944276e-05,6.447596649521523e-06,1.0,1.0,0.0,263,0,0,1,263,0,0,0,0,0.00027000067947802187,0.0002700006770531617,1.000000000004849,0.999730072201211
264,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,9.396643487951094e-05,0.0009985443157834112,-6.149442622462312e-06,1.1996410239163264e-05,3.6597183578324566e-06,1.0,1.0,0.0,264,0,0,1,264,0,0,0,0,0.0002700005864806343,0.0002700005840558611,1.000000000004849,0.9997300722941582
265,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.000589757447430345,0.000271009958263171,-1.5473286140836607e-05,3.2481176502857374e-06,1.1678865387247641e-05,1.0,1.0,0.0,265,0,0,1,265,0,0,0,0,0.00027000073133098823,0.0002700007289062227,1.000000000004849,0.999730072149386
266,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0005251336929020628,0.0005149713927824729,-1.4257446591207155e-05,6.182012517431795e-06,1.0637825615012397e-05,1.0,1.0,0.0,266,0,0,1,266,0,0,0,0,0.0002700007571057039,0.0002700007546809884,1.000000000004849,0.9997300721236253
267,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.00041589665145289425,0.0007280587360977438,-1.2202949261990998e-05,8.744425707479667e-06,8.872468207943474e-06,1.0,1.0,0.0,267,0,0,1,267,0,0,0,0,0.0002700007409985883,0.0002700007385736825,1.000000000004849,0.9997300721397238
268,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0002694906469348543,0.0008957504379055326,-9.449804750956856e-06,1.0760732996115606e-05,6.5030993559415795e-06,1.0,1.0,0.0,268,0,0,1,268,0,0,0,0,0.0002700006841067637,0.0002700006816819915,1.000000000004849,0.9997300721965848
269,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,9.589300660848478e-05,0.0010066185858512784,-6.1856353067452735e-06,1.2093526373724414e-05,3.691187630703468e-06,1.0,1.0,0.0,269,0,0,1,269,0,0,0,0,0.0002700005903077951,0.0002700005878829899,1.000000000004849,0.9997300722903332
270,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0005959050827560869,0.00027279697510378955,-1.5588860456180178e-05,3.2696320008858724e-06,1.1778605410174588e-05,1.0,1.0,0.0,270,0,0,1,270,0,0,0,0,0.00027000073636340716,0.00027000073393867834,1.000000000004849,0.9997300721443564
271,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0005307289884455117,0.0005188435500890684,-1.4362629115528253e-05,6.2286028925374524e-06,1.072866786210827e-05,1.0,1.0,0.0,271,0,0,1,271,0,0,0,0,0.00027000076235861314,0.00027000075993374116,1.000000000004849,0.9997300721183752
272,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.00042055829706942724,0.0007337521527489144,-1.229057198007948e-05,8.81291705002163e-06,8.948221930192607e-06,1.0,1.0,0.0,272,0,0,1,272,0,0,0,0,0.0002700007461136078,0.00027000074368876606,1.000000000004849,0.9997300721346114
273,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0002729009591794382,0.0009028771169653167,-9.513896319378378e-06,1.0846457734286937e-05,6.558602062361634e-06,1.0,1.0,0.0,273,0,0,1,273,0,0,0,0,0.0002700006887357276,0.0002700006863108212,1.000000000004849,0.9997300721919583
274,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,9.781957833745862e-05,0.0010146928559191459,-6.221827991028235e-06,1.2190642508285564e-05,3.72265690357448e-06,1.0,1.0,0.0,274,0,0,1,274,0,0,0,0,0.0002700005941349559,0.00027000059171011884,1.000000000004849,0.999730072286508
275,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0006020527180818289,0.0002745839919444081,-1.5704434771523753e-05,3.291146351486008e-06,1.1878345433101532e-05,1.0,1.0,0.0,275,0,0,1,275,0,0,0,0,0.00027000074139604813,0.000270000738971134,1.000000000004849,0.9997300721393264
276,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0005363242839889604,0.0005227157073956638,-1.4467811639849348e-05,6.27519326764311e-06,1.0819510109204142e-05,1.0,1.0,0.0,276,0,0,1,276,0,0,0,0,0.0002700007676113003,0.000270000765186494,1.000000000004849,0.9997300721131254
277,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0004252199426859602,0.0007394455694000848,-1.237819469816796e-05,8.881408392563596e-06,9.02397565244174e-06,1.0,1.0,0.0,277,0,0,1,277,0,0,0,0,0.0002700007512286273,0.0002700007488038496,1.000000000004849,0.9997300721294992
278,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.00027631127142402204,0.0009100037960251006,-9.5779878877999e-06,1.0932182472458267e-05,6.61410476878169e-06,1.0,1.0,0.0,278,0,0,1,278,0,0,0,0,0.0002700006933644694,0.000270000690939651,1.000000000004849,0.9997300721873321
279,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,9.974615006643248e-05,0.0010227671259870133,-6.258020675311197e-06,1.2287758642846714e-05,3.7541261764454917e-06,1.0,1.0,0.0,279,0,0,1,279,0,0,0,0,0.00027000059796211673,0.0002700005955372477,1.000000000004849,0.999730072282683
280,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0006082003534075707,0.0002763710087850266,-1.5820009086867324e-05,3.3126607020861433e-06,1.1978085456028478e-05,1.0,1.0,0.0,280,0,0,1,280,0,0,0,0,0.00027000074642846705,0.00027000074400358964,1.000000000004849,0.9997300721342968
281,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0005419195795324093,0.0005265878647022594,-1.4572994164170446e-05,6.321783642748767e-06,1.0910352356300018e-05,1.0,1.0,0.0,281,0,0,1,281,0,0,0,0,0.0002700007728639875,0.0002700007704392468,1.000000000004849,0.9997300721078755
282,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.000429881588302493,0.0007451389860512552,-1.246581741625644e-05,8.949899735105559e-06,9.099729374690868e-06,1.0,1.0,0.0,282,0,0,1,282,0,0,0,0,0.00027000075634364684,0.00027000075391893315,1.000000000004849,0.9997300721243869
283,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0002797215836686058,0.0009171304750848847,-9.642079456221422e-06,1.1017907210629598e-05,6.669607475201744e-06,1.0,1.0,0.0,283,0,0,1,283,0,0,0,0,0.00027000069799321125,0.00027000069556848075,1.000000000004849,0.9997300721827058
284,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.00010167272179540632,0.0010308413960548805,-6.2942133595941586e-06,1.2384874777407865e-05,3.7855954493165033e-06,1.0,1.0,0.0,284,0,0,1,284,0,0,0,0,0.00027000060178927754,0.0002700005993643766,1.000000000004849,0.9997300722788579
285,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0006143479887333127,0.0002781580256256452,-1.5935583402210895e-05,3.3341750526862783e-06,1.2077825478955422e-05,1.0,1.0,0.0,285,0,0,1,285,0,0,0,0,0.000270000751460886,0.0002700007490360454,1.000000000004849,0.999730072129267
286,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0005475148750758583,0.0005304600220088549,-1.4678176688491545e-05,6.368374017854425e-06,1.1001194603395895e-05,1.0,1.0,0.0,286,0,0,1,286,0,0,0,0,0.00027000077811667467,0.00027000077569199957,1.000000000004849,0.9997300721026257
287,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.000434543233919026,0.0007508324027024258,-1.2553440134344923e-05,9.018391077647524e-06,9.175483096940001e-06,1.0,1.0,0.0,287,0,0,1,287,0,0,0,0,0.0002700007614588884,0.00027000075903401663,1.000000000004849,0.9997300721192744
288,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.00028313189591318966,0.0009242571541446688,-9.706171024642944e-06,1.110363194880093e-05,6.7251101816218e-06,1.0,1.0,0.0,288,0,0,1,288,0,0,0,0,0.0002700007026221751,0.0002700007001973105,1.000000000004849,0.9997300721780794
289,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.00010359929352438018,0.001038915666122748,-6.33040604387712e-06,1.2481990911969015e-05,3.817064722187515e-06,1.0,1.0,0.0,289,0,0,1,289,0,0,0,0,0.00027000060561643835,0.0002700006031915055,1.000000000004849,0.9997300722750327
290,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0006204956240590545,0.0002799450424662637,-1.6051157717554463e-05,3.3556894032864137e-06,1.2177565501882365e-05,1.0,1.0,0.0,290,0,0,1,290,0,0,0,0,0.0002700007564933049,0.000270000754068501,1.000000000004849,0.9997300721242374
291,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0005531101706193072,0.0005343321793154504,-1.4783359212812643e-05,6.414964392960082e-06,1.1092036850491767e-05,1.0,1.0,0.0,291,0,0,1,291,0,0,0,0,0.0002700007833695839,0.0002700007809447524,1.000000000004849,0.9997300720973756
292,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.00043920487953555876,0.0007565258193535961,-1.2641062852433402e-05,9.086882420189486e-06,9.251236819189133e-06,1.0,1.0,0.0,292,0,0,1,292,0,0,0,0,0.0002700007665739079,0.0002700007641491002,1.000000000004849,0.9997300721141622
293,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0002865422081577735,0.0009313838332044528,-9.770262593064466e-06,1.1189356686972261e-05,6.7806128880418545e-06,1.0,1.0,0.0,293,0,0,1,293,0,0,0,0,0.00027000070725091696,0.00027000070482614027,1.000000000004849,0.9997300721734531
294,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.000105525865253354,0.0010469899361906152,-6.366598728160081e-06,1.2579107046530163e-05,3.848533995058527e-06,1.0,1.0,0.0,294,0,0,1,294,0,0,0,0,0.00027000060944359916,0.00027000060701863436,1.000000000004849,0.9997300722712077
295,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0006266432593847964,0.00028173205930688225,-1.6166732032898038e-05,3.377203753886549e-06,1.2277305524809309e-05,1.0,1.0,0.0,295,0,0,1,295,0,0,0,0,0.00027000076152572383,0.0002700007591009567,1.000000000004849,0.9997300721192076
296,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0005587054661627559,0.0005382043366220459,-1.4888541737133738e-05,6.461554768065739e-06,1.118287909758764e-05,1.0,1.0,0.0,296,0,0,1,296,0,0,0,0,0.00027000078862227106,0.00027000078619750516,1.000000000004849,0.9997300720921257
297,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.00044386652515209185,0.0007622192360047666,-1.2728685570521884e-05,9.155373762731451e-06,9.326990541438263e-06,1.0,1.0,0.0,297,0,0,1,297,0,0,0,0,0.00027000077168892744,0.00027000076926418366,1.000000000004849,0.99973007210905
298,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0002899525204023574,0.0009385105122642367,-9.83435416148599e-06,1.127508142514359e-05,6.836115594461911e-06,1.0,1.0,0.0,298,0,0,1,298,0,0,0,0,0.0002700007118796588,0.00027000070945497004,1.000000000004849,0.9997300721688269
299,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.00010745243698232786,0.0010550642062584824,-6.402791412443043e-06,1.2676223181091313e-05,3.880003267929538e-06,1.0,1.0,0.0,299,0,0,1,299,0,0,0,0,0.0002700006132705379,0.00027000061084576324,1.000000000004849,0.9997300722673828
300,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0006327908947105382,0.00028351907614750083,-1.628230634824161e-05,3.398718104486685e-06,1.2377045547736256e-05,1.0,1.0,0.0,300,0,0,1,300,0,0,0,0,0.00027000076655814276,0.0002700007641334123,1.000000000004849,0.999730072114178
301,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.000564300761706205,0.0005420764939286413,-1.4993724261454838e-05,6.508145143171397e-06,1.1273721344683516e-05,1.0,1.0,0.0,301,0,0,1,301,0,0,0,0,0.0002700007938751803,0.00027000079145025804,1.000000000004849,0.9997300720868757
302,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.00044852817076862473,0.000767912652655937,-1.2816308288610364e-05,9.223865105273414e-06,9.402744263687395e-06,1.0,1.0,0.0,302,0,0,1,302,0,0,0,0,0.000270000776804169,0.0002700007743792672,1.000000000004849,0.9997300721039375
303,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.0002933628326469413,0.0009456371913240209,-9.898445729907513e-06,1.1360806163314923e-05,6.891618300881966e-06,1.0,1.0,0.0,303,0,0,1,303,0,0,0,0,0.0002700007165086227,0.00027000071408379974,1.000000000004849,0.9997300721642004
304,-1,1.0,938272088.16,6999999937117.534,7460.522473526161,0.9999999910167907,0.0,0.00010937900871130172,0.0010631384763263498,-6.438984096726006e-06,1.2773339315652462e-05,3.911472540800551e-06,1.0,1.0,0.0,304,0,0,1,304,0,0,0,0,0.00027000061709769874,0.0002700006146728922,1.000000000004849,0.9997300722635577
